"","Order_Number","Sex","Age","Age_Group","Price","Monthly_Install","Delivery","CB","CB_Class","SP","SP_Class","Payment","Previous_Contracts","Periods","Overdue","default","Previous_Contracts_YN"
"3740",554341,"Female",49,"40s",2154000,215400,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,6,0,"No","No"
"3741",554335,"Female",50,"50s",3114000,363300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3742",554324,"Male",39,"30s",1974000,230300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3744",554898,"Male",47,"40s",2574000,300300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3745",554317,"Male",47,"40s",2514000,293300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3746",554270,"Male",55,"50s",2994000,349300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3747",554256,"Female",56,"50s",2394000,279300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3748",554983,"Male",47,"40s",2274000,265300,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3749",554255,"Male",47,"40s",1674000,195300,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3751",554828,"Female",47,"40s",1674000,195300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3752",554226,"Female",47,"40s",4134000,482300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3753",554221,"Male",44,"40s",2454000,286300,"Install",4,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3754",554169,"Female",58,"50s",2994000,349300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3755",555834,"Male",39,"30s",2394000,239400,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,6,0,"No","No"
"3756",555012,"Male",39,"30s",2274000,227400,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,6,0,"No","No"
"3757",554142,"Female",46,"40s",2994000,349300,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3759",554838,"Male",39,"30s",1674000,195300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3760",554117,"Male",39,"30s",2394000,279300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3761",554980,"Male",42,"40s",2514000,293300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3762",554979,"Male",42,"40s",2574000,300300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3763",554077,"Male",40,"40s",2514000,293300,"Install",6,"CB.Class 2",4,"SP.Class 2","CMS",0,7,0,"No","No"
"3765",554862,"Female",59,"50s",2274000,265300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3766",554076,"Female",59,"50s",1674000,195300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3767",554069,"Female",51,"50s",3774000,377400,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3768",554067,"Female",45,"40s",2994000,349300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3769",554066,"Female",60,"60s",2094000,244300,"Install",4,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3770",554061,"Female",47,"40s",1674000,195300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3771",554037,"Male",47,"40s",3774000,440300,"Install",5,"CB.Class 2",1,"SP.Class 1","CMS",0,7,0,"No","No"
"3772",554034,"Female",48,"40s",1974000,230300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3774",554910,"Female",49,"40s",2994000,349300,"Install",7,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"3776",554881,"Male",52,"50s",2514000,293300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3777",553988,"Male",52,"50s",2574000,300300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3778",554956,"Male",43,"40s",1674000,195300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3779",553981,"Male",43,"40s",2274000,265300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3780",553980,"Female",51,"50s",2394000,279300,"Install",1,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3781",553976,"Male",40,"40s",2154000,251300,"Install",4,"CB.Class 2",3,"SP.Class 2","CMS",0,7,0,"No","No"
"3783",554834,"Female",57,"50s",2394000,279300,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"3784",553953,"Female",57,"50s",3414000,398300,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"3785",553922,"Male",51,"50s",2394000,279300,"Install",4,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3786",553904,"Female",49,"40s",2994000,349300,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3787",556155,"Female",43,"40s",2334000,272300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3788",553899,"Female",43,"40s",1974000,197400,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3789",553896,"Male",33,"30s",1974000,230300,"Install",2,"CB.Class 1",1,"SP.Class 1","CMS",0,7,0,"No","No"
"3791",554974,"Female",45,"40s",2514000,293300,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3792",553886,"Female",45,"40s",4074000,475300,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3794",554851,"Male",52,"50s",2994000,349300,"Install",6,"CB.Class 2",3,"SP.Class 2","CMS",0,7,0,"No","No"
"3795",553835,"Male",52,"50s",1674000,195300,"Install",6,"CB.Class 2",3,"SP.Class 2","CMS",0,7,0,"No","No"
"3796",554901,"Female",58,"50s",3414000,398300,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"3797",553832,"Female",58,"50s",2994000,349300,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"3798",553831,"Female",51,"50s",2394000,279300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3799",553797,"Female",38,"30s",2394000,279300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3801",554878,"Female",39,"30s",2514000,293300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3802",553743,"Female",39,"30s",2394000,279300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3803",554835,"Male",53,"50s",2514000,293300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3804",553722,"Male",53,"50s",2574000,300300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3805",554957,"Male",61,"60s",1674000,195300,"Install",3,"CB.Class 1",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3806",553719,"Male",61,"60s",4134000,482300,"Install",3,"CB.Class 1",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3808",554837,"Female",64,"60s",2574000,300300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3809",553681,"Female",64,"60s",2514000,293300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3811",556120,"Female",56,"50s",2574000,257400,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3812",553665,"Female",56,"50s",2514000,251400,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3813",553619,"Female",69,"60s",4134000,413400,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"3814",553583,"Female",48,"40s",1674000,195300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3815",553541,"Female",43,"40s",1674000,195300,"Install",6,"CB.Class 2",2,"SP.Class 2","CMS",0,7,0,"No","No"
"3817",553518,"Female",53,"50s",2994000,349300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3818",553511,"Female",66,"60s",1974000,230300,"Install",2,"CB.Class 1",1,"SP.Class 1","CMS",2,7,0,"No","Yes"
"3822",553482,"Female",65,"60s",1674000,195300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3824",553458,"Male",45,"40s",2574000,300300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3825",553457,"Male",45,"40s",1674000,195300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3862",552785,"Female",55,"50s",2634000,307300,"Install",4,"CB.Class 2",1,"SP.Class 1","CMS",0,7,0,"No","No"
"3863",552760,"Female",50,"50s",2634000,307300,"Install",6,"CB.Class 2",3,"SP.Class 2","CMS",0,7,0,"No","No"
"3875",552518,"Male",49,"40s",2574000,300300,"Install",3,"CB.Class 1",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3876",552516,"Male",49,"40s",2514000,293300,"Install",3,"CB.Class 1",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3877",552512,"Female",49,"40s",2394000,279300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3879",552511,"Male",43,"40s",2514000,293300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3880",552509,"Male",43,"40s",2994000,349300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3881",552486,"Female",57,"50s",2154000,251300,"Install",6,"CB.Class 2",2,"SP.Class 2","CMS",0,7,0,"No","No"
"3882",552483,"Female",65,"60s",4134000,482300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",2,7,0,"No","Yes"
"3883",552764,"Female",46,"40s",2574000,300300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3884",552468,"Female",46,"40s",2514000,293300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3886",552523,"Male",44,"40s",2574000,300300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3887",552463,"Male",44,"40s",2514000,293300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3888",552461,"Male",55,"50s",2634000,307300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3889",552447,"Female",40,"40s",1674000,195300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3890",552425,"Female",56,"50s",3114000,363300,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3891",556107,"Male",53,"50s",2274000,265300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3892",552390,"Male",53,"50s",1674000,195300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3893",552364,"Male",63,"60s",4134000,482300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3895",554913,"Male",34,"30s",1674000,195300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3896",552357,"Male",34,"30s",2994000,349300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3897",552351,"Female",38,"30s",2274000,265300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3898",552336,"Female",48,"40s",2994000,349300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3899",553483,"Female",43,"40s",3114000,363300,"Install",1,"CB.Class 1",1,"SP.Class 1","CMS",0,7,0,"No","No"
"3900",552320,"Female",43,"40s",2994000,349300,"Install",1,"CB.Class 1",1,"SP.Class 1","CMS",0,7,0,"No","No"
"3901",553515,"Male",32,"30s",1674000,195300,"Install",1,"CB.Class 1",1,"SP.Class 1","CMS",0,7,0,"No","No"
"3902",552312,"Male",32,"30s",2994000,349300,"Install",1,"CB.Class 1",1,"SP.Class 1","CMS",0,7,0,"No","No"
"3905",552304,"Female",55,"50s",3114000,363300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3906",552296,"Female",39,"30s",2154000,251300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3907",552295,"Male",39,"30s",2274000,265300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3908",553460,"Female",56,"50s",2394000,279300,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"3909",552290,"Female",56,"50s",2154000,251300,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"3912",552501,"Female",39,"30s",2394000,279300,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"3913",552241,"Female",39,"30s",2154000,251300,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"3914",552230,"Female",59,"50s",2154000,251300,"Install",2,"CB.Class 1",3,"SP.Class 2","CMS",0,7,0,"No","No"
"3915",552755,"Female",52,"50s",2574000,300300,"Install",2,"CB.Class 1",3,"SP.Class 2","CMS",0,7,0,"No","No"
"3916",552221,"Female",52,"50s",1674000,195300,"Install",2,"CB.Class 1",3,"SP.Class 2","CMS",0,7,0,"No","No"
"3917",552217,"Female",46,"40s",4374000,510300,"Install",6,"CB.Class 2",2,"SP.Class 2","CMS",0,7,0,"No","No"
"3918",552499,"Female",54,"50s",2154000,0,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,7,"Yes","No"
"3919",552197,"Female",54,"50s",2574000,0,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,7,"Yes","No"
"3920",552193,"Female",64,"60s",2394000,279300,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3921",552156,"Male",61,"60s",2574000,300300,"Install",3,"CB.Class 1",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3922",553472,"Female",45,"40s",2574000,300300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3923",552126,"Female",45,"40s",2514000,293300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3924",552123,"Male",44,"40s",2994000,299400,"Install",5,"CB.Class 2",3,"SP.Class 2","CMS",0,6,0,"No","No"
"3927",553489,"Male",34,"30s",2274000,265300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3928",552088,"Male",34,"30s",1674000,195300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3929",552076,"Female",51,"50s",2394000,279300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3930",552521,"Male",39,"30s",2574000,300300,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"3931",552061,"Male",39,"30s",2514000,293300,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"3933",552767,"Female",46,"40s",1674000,195300,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"3934",552056,"Female",46,"40s",2574000,300300,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"3935",552505,"Female",55,"50s",2154000,251300,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",1,7,0,"No","Yes"
"3936",552043,"Female",55,"50s",2994000,349300,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",1,7,0,"No","Yes"
"3937",552034,"Female",55,"50s",1674000,195300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3939",552749,"Male",54,"50s",2394000,279300,"Install",1,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3940",552033,"Male",54,"50s",1674000,195300,"Install",1,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3941",552030,"Female",61,"60s",1674000,195300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3943",552758,"Female",68,"60s",2994000,349300,"Install",4,"CB.Class 2",3,"SP.Class 2","CMS",0,7,0,"No","No"
"3944",552023,"Female",68,"60s",3414000,398300,"Install",4,"CB.Class 2",3,"SP.Class 2","CMS",0,7,0,"No","No"
"3945",552015,"Female",42,"40s",2994000,349300,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"3946",554947,"Female",47,"40s",2634000,307300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3949",551982,"Female",47,"40s",2994000,349300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3950",558119,"Male",44,"40s",2574000,300300,"Install",1,"CB.Class 1",2,"SP.Class 2","creditCard",2,7,0,"No","Yes"
"3952",551974,"Male",44,"40s",1674000,195300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3954",552532,"Female",51,"50s",2094000,244300,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3955",551907,"Female",51,"50s",2994000,349300,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3956",551885,"Female",34,"30s",2154000,251300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3957",552515,"Male",38,"30s",2274000,265300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3958",551875,"Male",38,"30s",1674000,195300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3959",551871,"Male",43,"40s",1674000,195300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3961",553517,"Female",49,"40s",2394000,279300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3962",552771,"Female",34,"30s",3774000,440300,"Install",1,"CB.Class 1",2,"SP.Class 2","CMS",0,7,0,"No","No"
"3963",551845,"Female",34,"30s",2154000,251300,"Install",1,"CB.Class 1",2,"SP.Class 2","CMS",0,7,0,"No","No"
"3964",552506,"Female",46,"40s",2394000,279300,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3965",551842,"Female",46,"40s",3534000,412300,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3966",551837,"Female",51,"50s",1674000,195300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3967",553456,"Female",60,"60s",2394000,279300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3968",551822,"Female",60,"60s",1674000,195300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3969",551812,"Female",47,"40s",2634000,307300,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3970",551782,"Female",54,"50s",2634000,307300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3971",553461,"Female",40,"40s",2574000,300300,"Install",1,"CB.Class 1",1,"SP.Class 1","CMS",0,7,0,"No","No"
"3972",551764,"Female",40,"40s",2514000,293300,"Install",1,"CB.Class 1",1,"SP.Class 1","CMS",0,7,0,"No","No"
"3973",553488,"Female",65,"60s",2274000,265300,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3974",551759,"Female",65,"60s",1674000,195300,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3975",551753,"Male",48,"40s",2334000,272300,"Install",7,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3976",552534,"Female",34,"30s",2154000,215400,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,6,0,"No","No"
"3977",551736,"Female",34,"30s",2394000,239400,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,6,0,"No","No"
"3978",551729,"Female",43,"40s",1674000,195300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3979",553462,"Male",57,"50s",2394000,279300,"Install",1,"CB.Class 1",1,"SP.Class 1","CMS",0,7,0,"No","No"
"3980",551723,"Male",57,"50s",1674000,195300,"Install",1,"CB.Class 1",1,"SP.Class 1","CMS",0,7,0,"No","No"
"3982",552744,"Female",55,"50s",2514000,293300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3983",551697,"Female",55,"50s",2994000,349300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3984",551687,"Female",43,"40s",2514000,293300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3986",552536,"Male",39,"30s",1974000,230300,"Install",4,"CB.Class 2",2,"SP.Class 2","CMS",0,7,0,"No","No"
"3987",551686,"Male",39,"30s",1614000,188300,"Install",4,"CB.Class 2",2,"SP.Class 2","CMS",0,7,0,"No","No"
"3988",553513,"Female",50,"50s",2574000,300300,"Install",7,"CB.Class 2",3,"SP.Class 2","CMS",0,7,0,"No","No"
"3989",551671,"Female",50,"50s",1674000,195300,"Install",7,"CB.Class 2",3,"SP.Class 2","CMS",0,7,0,"No","No"
"3990",553463,"Male",40,"40s",2574000,300300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3991",551659,"Male",40,"40s",2514000,293300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3992",551653,"Female",62,"60s",2394000,279300,"Install",5,"CB.Class 2",1,"SP.Class 1","CMS",0,7,0,"No","No"
"3993",552510,"Female",40,"40s",2514000,293300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3994",551634,"Female",40,"40s",2574000,300300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"3995",551627,"Female",54,"50s",3414000,398300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"3997",553476,"Male",52,"50s",2574000,300300,"Install",2,"CB.Class 1",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3998",551623,"Male",52,"50s",2514000,293300,"Install",2,"CB.Class 1",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"3999",551607,"Female",57,"50s",1674000,195300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4000",554830,"Female",53,"50s",2994000,349300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4002",552763,"Male",48,"40s",2574000,300300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4003",551593,"Male",48,"40s",2514000,293300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4005",552756,"Male",66,"60s",2514000,251400,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"4006",551586,"Male",66,"60s",2574000,257400,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
"4008",552780,"Female",52,"50s",1674000,195300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4009",551583,"Female",52,"50s",2274000,265300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4011",552537,"Female",43,"40s",2514000,293300,"Install",6,"CB.Class 2",3,"SP.Class 2","CMS",0,7,0,"No","No"
"4012",551544,"Female",43,"40s",2154000,251300,"Install",6,"CB.Class 2",3,"SP.Class 2","CMS",0,7,0,"No","No"
"4015",551539,"Female",46,"40s",1674000,195300,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4016",551538,"Female",46,"40s",2994000,349300,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4017",561194,"Male",37,"30s",2454000,0,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",1,6,6,"Yes","Yes"
"4018",551510,"Male",37,"30s",2574000,0,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,7,"Yes","No"
"4019",551516,"Male",46,"40s",2574000,0,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,7,"Yes","No"
"4020",551506,"Male",46,"40s",2154000,0,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,7,"Yes","No"
"4022",551535,"Female",33,"30s",2154000,251300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4023",551500,"Female",33,"30s",2994000,349300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4024",551476,"Female",67,"60s",2994000,349300,"Install",3,"CB.Class 1",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4025",551475,"Male",53,"50s",2994000,349300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4026",551468,"Female",50,"50s",2394000,279300,"Install",7,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4027",551467,"Female",50,"50s",2154000,251300,"Install",7,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4028",551464,"Female",52,"50s",1614000,188300,"Install",4,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4029",551520,"Female",56,"50s",2574000,300300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4030",551463,"Female",56,"50s",2514000,293300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4032",551483,"Male",54,"50s",2094000,244300,"Install",4,"CB.Class 2",3,"SP.Class 2","CMS",0,7,0,"No","No"
"4033",551453,"Male",54,"50s",2394000,279300,"Install",4,"CB.Class 2",3,"SP.Class 2","CMS",0,7,0,"No","No"
"4049",554883,"Female",43,"40s",2574000,300300,"Install",5,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4050",551302,"Female",43,"40s",2514000,293300,"Install",5,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4052",551380,"Female",54,"50s",2274000,265300,"Install",1,"CB.Class 1",1,"SP.Class 1","CMS",0,7,0,"No","No"
"4053",551276,"Female",54,"50s",1614000,188300,"Install",1,"CB.Class 1",1,"SP.Class 1","CMS",0,7,0,"No","No"
"4054",551244,"Male",46,"40s",2754000,275400,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,6,0,"No","No"
